CSDUID,CSDNAME,PRUID,province,area_km2,assigned_ecozone,dominant_ecozone,coverage_pct,in_eab_area,avg_annual_precip_mm,avg_annual_frost_free_days,avg_annual_degree_days_b10
2457030,Otterburn Park,24,Quebec,5.894538672609087,MixedWood Plain,Yes,100.0,Yes,1019.8694431733558,161.93333435058594,1273.059326171875
2457035,Mont-Saint-Hilaire,24,Quebec,46.991923641810295,MixedWood Plain,Yes,100.0,Yes,1049.5636188513681,161.2617071378807,1262.7749996201155
2457040,Beloeil,24,Quebec,26.23706456945267,MixedWood Plain,Yes,100.0,Yes,1011.8409369389093,162.0135741664488,1275.4009875512243
2458007,Brossard,24,Quebec,46.69704214545803,MixedWood Plain,Yes,100.0,Yes,1000.3318151375366,164.36990009534006,1300.0709480856851
2458012,Saint-Lambert,24,Quebec,7.795760400972595,MixedWood Plain,Yes,100.0,Yes,996.5131846196269,164.32466426777174,1296.0732257740194
2458033,Boucherville,24,Quebec,73.39198352314499,MixedWood Plain,Yes,100.0,Yes,1000.0219501603711,163.41329814191386,1283.0934044110443
2458037,Saint-Bruno-de-Montarville,24,Quebec,45.10082313651883,MixedWood Plain,Yes,100.0,Yes,1020.0345012400327,163.28873790271078,1282.3202836009714
2458227,Longueuil,24,Quebec,119.49132310777752,MixedWood Plain,Yes,100.0,Yes,1003.2247130786276,163.83634984653017,1292.6607837743848
2459010,Sainte-Julie,24,Quebec,50.27352335184681,MixedWood Plain,Yes,100.0,Yes,1014.3156220532599,162.35360345895404,1272.27188128886
2460005,Charlemagne,24,Quebec,2.381784899317938,MixedWood Plain,Yes,100.0,Yes,984.6288476945595,162.81483009209919,1274.2201815158694
2460013,Repentigny,24,Quebec,64.34501293519578,MixedWood Plain,Yes,100.0,Yes,984.449692265288,162.09234967779582,1259.5245992978257
2461025,Joliette,24,Quebec,24.194844373003807,MixedWood Plain,Yes,100.0,Yes,995.3819389887257,154.41308879067725,1178.7957444520055
2461030,Notre-Dame-des-Prairies,24,Quebec,19.192694206485083,MixedWood Plain,Yes,100.0,Yes,1002.5268846418791,153.49403554753854,1170.981029514321
2461035,Saint-Charles-Borromée,24,Quebec,19.462514727756076,MixedWood Plain,Yes,100.0,Yes,1002.4922945311334,152.01028239888566,1161.5228461685122
2464008,Terrebonne,24,Quebec,158.86007212185177,MixedWood Plain,Yes,100.0,Yes,992.5942047910704,159.681232825478,1241.189594066363
2464015,Mascouche,24,Quebec,110.63120470835045,MixedWood Plain,Yes,100.0,Yes,986.1514005266912,160.46619113822814,1243.4173352594385
2465005,Laval,24,Quebec,254.07883564325712,MixedWood Plain,Yes,100.0,Yes,990.6204704456494,161.98012526161082,1266.8997051057186
2466023,Montréal,24,Quebec,376.7306158777741,MixedWood Plain,Yes,100.0,Yes,997.4532283615374,163.0904513537418,1276.1832209183847
2466032,Westmount,24,Quebec,4.168906108101522,MixedWood Plain,Yes,100.0,Yes,1029.6247154373232,163.58624532430915,1275.2373720229264
2466047,Montréal-Ouest,24,Quebec,1.4105070906692847,MixedWood Plain,Yes,100.0,Yes,1001.2053353106053,163.57014733777427,1274.879834328573
2466058,Côte-Saint-Luc,24,Quebec,7.251679425941719,MixedWood Plain,Yes,100.0,Yes,1001.5904152705824,163.7693926710954,1278.572481340027
2466062,Hampstead,24,Quebec,1.8488808205775724,MixedWood Plain,Yes,100.0,Yes,1007.4061706841585,163.56666564941406,1274.8153076171875
2466072,Mont-Royal,24,Quebec,7.7739342528331115,MixedWood Plain,Yes,100.0,Yes,1004.9342897335711,162.47372573753577,1266.167766005677
2466087,Dorval,24,Quebec,21.60037621111023,MixedWood Plain,Yes,100.0,Yes,992.0631839712815,163.50043185097684,1280.7752386886557
2466097,Pointe-Claire,24,Quebec,19.501925711146285,MixedWood Plain,Yes,100.0,Yes,990.0584336345853,163.10310660847173,1279.6718638651794
2466102,Kirkland,24,Quebec,9.94651552479157,MixedWood Plain,Yes,100.0,Yes,987.2865539799146,162.7336426908869,1274.8460286099328
2466107,Beaconsfield,24,Quebec,11.372647930470023,MixedWood Plain,Yes,100.0,Yes,984.4464862735516,162.72131078042275,1275.2019147933272
2466112,Baie-D'Urfé,24,Quebec,6.22094317884364,MixedWood Plain,Yes,100.0,Yes,980.6700697393879,162.43515290245256,1280.0963323024096
2466117,Sainte-Anne-de-Bellevue,24,Quebec,10.80984470311687,MixedWood Plain,Yes,100.0,Yes,980.9048938920702,162.34042234985344,1279.6838486773117
2466142,Dollard-Des Ormeaux,24,Quebec,15.542377364966988,MixedWood Plain,Yes,100.0,Yes,991.6247945975058,162.97766215273128,1278.1670620927794
2467015,La Prairie,24,Quebec,45.25708341270904,MixedWood Plain,Yes,100.0,Yes,1000.3389361192087,164.42864020873677,1300.133083712753
2467020,Candiac,24,Quebec,17.8562011600449,MixedWood Plain,Yes,100.0,Yes,994.999853762617,164.5390846835387,1301.6062066394811
2467025,Delson,24,Quebec,7.938105654189154,MixedWood Plain,Yes,100.0,Yes,992.1058459515235,164.53334045410156,1301.7567138671875
2467030,Sainte-Catherine,24,Quebec,9.685998530316214,MixedWood Plain,Yes,100.0,Yes,990.9657864309082,164.39657153087214,1299.1124919183894
2467035,Saint-Constant,24,Quebec,58.95681213270835,MixedWood Plain,Yes,100.0,Yes,991.8038295398662,163.93304437043975,1294.1580233570446
2467050,Châteauguay,24,Quebec,38.45722400126715,MixedWood Plain,Yes,100.0,Yes,983.0954844375709,163.03750161509748,1288.66544180716
2468030,Napierville,24,Quebec,4.650787346427688,MixedWood Plain,Yes,100.0,Yes,980.2153219536644,162.42072905274327,1288.9176888213296
2469055,Huntingdon,24,Quebec,2.9675828374972393,MixedWood Plain,Yes,100.0,Yes,947.7730639686084,160.63597246959876,1278.2540427783395
2471033,Les Coteaux,24,Quebec,12.137456705213559,MixedWood Plain,Yes,100.0,Yes,961.5235986847656,159.18428442469187,1264.021202535197
2471055,Pointe-des-Cascades,24,Quebec,2.9759721064458575,MixedWood Plain,Yes,100.0,Yes,962.9436562946725,162.03009536076377,1283.4309872605418
2471060,L'Île-Perrot,24,Quebec,5.661457735650892,MixedWood Plain,Yes,100.0,Yes,973.7705947441841,162.23333740234375,1283.11083984375
2471065,Notre-Dame-de-l'Île-Perrot,24,Quebec,29.062089840352016,MixedWood Plain,Yes,100.0,Yes,972.8735192090327,162.23333740234375,1285.039335346888
2471070,Pincourt,24,Quebec,7.335561149893844,MixedWood Plain,Yes,100.0,Yes,968.7860723509096,162.23182596812055,1283.1011782592054
2471075,Terrasse-Vaudreuil,24,Quebec,1.091897237470185,MixedWood Plain,Yes,100.0,Yes,968.6391360189297,162.23333740234375,1283.11083984375
2471083,Vaudreuil-Dorion,24,Quebec,75.06909906331295,MixedWood Plain,Yes,100.0,Yes,972.1868461380768,160.69419828444742,1268.536310690561
2471090,Vaudreuil-sur-le-Lac,24,Quebec,1.4275772660163282,MixedWood Plain,Yes,100.0,Yes,970.4102558092966,161.48871672109348,1266.8170055899573
2472005,Saint-Eustache,24,Quebec,72.73549223246378,MixedWood Plain,Yes,100.0,Yes,996.4493506011161,160.42840647550491,1251.6211897491285
2472010,Deux-Montagnes,24,Quebec,6.2591262441903215,MixedWood Plain,Yes,100.0,Yes,990.1329084099366,161.73039042870158,1269.539094263379
2472015,Sainte-Marthe-sur-le-Lac,24,Quebec,9.200356440470458,MixedWood Plain,Yes,100.0,Yes,988.9229794994427,161.08623391527237,1260.9648161782575
2472020,Pointe-Calumet,24,Quebec,5.192418269625964,MixedWood Plain,Yes,100.0,Yes,983.0912628695513,161.70401473963742,1270.835540447627
2473005,Boisbriand,24,Quebec,28.53134689230577,MixedWood Plain,Yes,100.0,Yes,996.626661710346,160.16451664930105,1246.618833013253
2473010,Sainte-Thérèse,24,Quebec,9.761291729659671,MixedWood Plain,Yes,100.0,Yes,1000.4390347424421,160.45192643275263,1249.7382037838022
2473015,Blainville,24,Quebec,57.04309592706044,MixedWood Plain,Yes,100.0,Yes,1006.1109863340297,158.92259214143056,1228.1514014530617
2473020,Rosemère,24,Quebec,11.005577795645316,MixedWood Plain,Yes,100.0,Yes,989.1603109208656,161.43333435058594,1260.36572265625
2473025,Lorraine,24,Quebec,6.074871365225774,MixedWood Plain,Yes,100.0,Yes,996.8731430917175,159.81886002353053,1241.8962370058841
2473030,Bois-des-Filion,24,Quebec,4.489408309108106,MixedWood Plain,Yes,100.0,Yes,991.612503263627,159.32980055140098,1236.4208543195673
2475017,Saint-Jérôme,24,Quebec,94.16139179715309,Boreal Shield,Yes,84.12,Yes,1073.2928158955197,148.78535240111373,1120.0557712186287
2476055,Grenville,24,Quebec,4.430479495046951,MixedWood Plain,Yes,100.0,Yes,991.866877322231,149.36667650080142,1177.5655532998653
2480050,Thurso,24,Quebec,7.594039925787182,Boreal Shield,Yes,50.46,Yes,987.7685077665831,144.21240651536004,1140.2052052974345
2481017,Gatineau,24,Quebec,392.8951018568891,Boreal Shield,Yes,81.95,Yes,927.6177854889883,146.8265021652373,1182.4975920439445
2483065,Maniwaki,24,Quebec,6.4165375395937225,Boreal Shield,Yes,100.0,Yes,937.3202365571843,132.7389451108974,981.0779799340686
2484060,Fort-Coulonge,24,Quebec,3.2109631856194576,Boreal Shield,Yes,100.0,Yes,819.3516906643819,134.83826293653047,1085.407885004229
2485025,Ville-Marie,24,Quebec,12.744596871233092,Boreal Shield,Yes,100.0,Yes,824.426654648316,134.01233548158106,929.5732233871598
2489804,Lac Simon,24,Quebec,3.164103490187684,Boreal Shield,Yes,100.0,No,960.0255207987506,111.86666870117188,750.3246459960938
3501012,Cornwall,35,Ontario,64.2045821980018,MixedWood Plain,Yes,100.0,Yes,941.6098512718401,156.42920438011015,1275.2661546360189
3502008,Hawkesbury,35,Ontario,13.941132501001615,MixedWood Plain,Yes,100.0,Yes,989.8726694176953,149.3697830390479,1177.5175477315775
3502044,Casselman,35,Ontario,5.562383924760357,MixedWood Plain,Yes,100.0,Yes,962.0053884257819,152.7468110102762,1233.4363160628263
3507008,Prescott,35,Ontario,5.125679629745961,MixedWood Plain,Yes,100.0,Yes,898.0234729972425,157.36666870117188,1279.9578857421875
3507015,Brockville,35,Ontario,21.800425326628428,MixedWood Plain,Yes,100.0,Yes,908.5409341402649,158.61661810810492,1267.7416445522788
3507024,Gananoque,35,Ontario,7.53408800731101,MixedWood Plain,Yes,100.0,Yes,926.2335367572467,163.29976846782068,1292.9479915889178
3509004,Smiths Falls,35,Ontario,10.400988347573639,MixedWood Plain,Yes,100.0,Yes,819.1897355393484,155.38642948447674,1238.6199295403615
3509021,Perth,35,Ontario,12.930765853855696,MixedWood Plain,Yes,100.0,Yes,825.6512749341342,153.55288213349877,1217.3338137729181
3509028,Carleton Place,35,Ontario,10.754896102765592,MixedWood Plain,Yes,100.0,Yes,839.0807345635047,149.73332582048633,1209.8969207253365
3512002,Deseronto,35,Ontario,2.6299550689782873,MixedWood Plain,Yes,100.0,Yes,917.9638018838272,166.3333282470703,1283.7176513671875
3514021,Cobourg,35,Ontario,23.456362568705078,MixedWood Plain,Yes,100.0,Yes,851.3792377469377,171.8125111737267,1295.7525708329372
3515014,Peterborough,35,Ontario,70.41458084829365,MixedWood Plain,Yes,100.0,Yes,861.9886472530756,150.97670420117055,1133.9934730561356
3518001,Pickering,35,Ontario,244.2709835812291,MixedWood Plain,Yes,100.0,Yes,825.9124259334019,168.0222718506413,1278.5748732238415
3518005,Ajax,35,Ontario,70.8285856832267,MixedWood Plain,Yes,100.0,Yes,813.1057652605934,177.90529583023837,1343.064960544195
3518009,Whitby,35,Ontario,154.82859756089314,MixedWood Plain,Yes,100.0,Yes,840.7024174513829,169.52073647463592,1286.1632427008922
3518013,Oshawa,35,Ontario,153.63777131158295,MixedWood Plain,Yes,100.0,Yes,858.1038891431616,167.33536631390945,1262.587485189715
3519028,Vaughan,35,Ontario,287.9851397072113,MixedWood Plain,Yes,100.0,Yes,776.5705177670158,169.23390078784402,1281.830495885958
3519036,Markham,35,Ontario,222.98928303343146,MixedWood Plain,Yes,100.0,Yes,800.6285645364329,168.3160066288194,1280.376054201713
3519038,Richmond Hill,35,Ontario,107.16222925230947,MixedWood Plain,Yes,100.0,Yes,797.9866504642146,163.84995810409055,1242.4692687846173
3519046,Aurora,35,Ontario,52.47273405524562,MixedWood Plain,Yes,100.0,Yes,802.6084103671332,159.05981915866644,1204.5723575131615
3519048,Newmarket,35,Ontario,40.30565309272634,MixedWood Plain,Yes,100.0,Yes,796.3407815550762,158.9534523198971,1210.7286749546286
3520005,Toronto,35,Ontario,665.9468475994092,MixedWood Plain,Yes,100.0,Yes,774.2209458864187,177.93579015198645,1357.0945877551628
3521005,Mississauga,35,Ontario,308.71052747818857,MixedWood Plain,Yes,100.0,Yes,782.0237116653839,177.77194785595594,1360.024928617422
3521010,Brampton,35,Ontario,281.2420023128215,MixedWood Plain,Yes,100.0,Yes,787.3360657641099,169.84056829175583,1290.6530586021072
3522014,Orangeville,35,Ontario,16.145060986040946,MixedWood Plain,Yes,100.0,Yes,869.086539727662,147.56537278788505,1063.0522806301594
3522021,Shelburne,35,Ontario,6.856724487850712,MixedWood Plain,Yes,100.0,Yes,906.1637140286552,145.17813394939182,1026.2610744247195
3523008,Guelph,35,Ontario,92.71960905181447,MixedWood Plain,Yes,100.0,Yes,888.8151316644722,156.11400654709823,1188.1743976527048
3524001,Oakville,35,Ontario,146.77789987172704,MixedWood Plain,Yes,100.0,Yes,797.7348953771404,180.49983808918427,1390.7354102950412
3524002,Burlington,35,Ontario,196.3269360599142,MixedWood Plain,Yes,100.0,Yes,826.4257017029225,176.82958025632874,1358.7692912277769
3525005,Hamilton,35,Ontario,1188.5517069430405,MixedWood Plain,Yes,100.0,Yes,861.3048652186789,172.92468512713393,1329.791902796019
3526032,Welland,35,Ontario,89.30233290753722,MixedWood Plain,Yes,100.0,Yes,921.5363277009542,186.13066228523584,1434.662696953688
3526043,Niagara Falls,35,Ontario,225.9602704018573,MixedWood Plain,Yes,100.0,Yes,915.5081695956329,185.68552301444677,1442.7565587444626
3526053,St. Catharines,35,Ontario,105.7402338496147,MixedWood Plain,Yes,100.0,Yes,834.9718952993386,189.79781345560767,1473.5721953853817
3526065,Grimsby,35,Ontario,72.66546073036938,MixedWood Plain,Yes,100.0,Yes,852.672958775088,187.20231108911133,1432.3344188967728
3529006,Brantford,35,Ontario,106.26826864320607,MixedWood Plain,Yes,100.0,Yes,870.4985681910857,168.56343878819285,1323.245422239265
3530010,Cambridge,35,Ontario,121.72999810542143,MixedWood Plain,Yes,100.0,Yes,890.5752922763018,158.9864897402259,1223.9941229714561
3530013,Kitchener,35,Ontario,145.58689788539587,MixedWood Plain,Yes,100.0,Yes,911.2424873852391,156.83311838107414,1201.9499090937522
3530016,Waterloo,35,Ontario,68.44570714992514,MixedWood Plain,Yes,100.0,Yes,921.8512797699154,155.07715414886957,1177.6705461186436
3531011,Stratford,35,Ontario,31.822082788767297,MixedWood Plain,Yes,100.0,Yes,981.1302430399494,157.023629655952,1194.585187723533
3531016,St. Marys,35,Ontario,13.544318274048335,MixedWood Plain,Yes,100.0,Yes,979.4178670311817,162.0510901917762,1238.1005662750104
3532004,Tillsonburg,35,Ontario,23.729008050778678,MixedWood Plain,Yes,100.0,Yes,943.6138810041947,168.6256995292878,1355.9109077299863
3532018,Ingersoll,35,Ontario,13.565931666681326,MixedWood Plain,Yes,100.0,Yes,955.4057798922514,165.56666564941406,1300.655517578125
3532042,Woodstock,35,Ontario,62.02310413875899,MixedWood Plain,Yes,100.0,Yes,939.0616227034443,163.5197817434965,1271.90522852329
3534011,Aylmer,35,Ontario,6.749455274570849,MixedWood Plain,Yes,100.0,Yes,950.3499284041075,169.84073230473544,1371.3864347582114
3534021,St. Thomas,35,Ontario,38.19825096937232,MixedWood Plain,Yes,100.0,Yes,947.1143063632933,169.9335314342012,1374.272252778792
3537034,LaSalle,35,Ontario,69.52005987285817,MixedWood Plain,Yes,100.0,Yes,856.6263526064812,188.2969628011259,1638.752335374507
3537039,Windsor,35,Ontario,155.7581209538709,MixedWood Plain,Yes,100.0,Yes,857.7989827369078,189.87257021592072,1631.2965653971146
3538019,Petrolia,35,Ontario,13.512266722725688,MixedWood Plain,Yes,100.0,Yes,879.9367050529914,174.60000610351562,1422.5888671875
3538030,Sarnia,35,Ontario,174.89460549986194,MixedWood Plain,Yes,100.0,Yes,850.813807907551,176.90615559669956,1421.6562727938592
3538031,Point Edward,35,Ontario,3.545311511017157,MixedWood Plain,Yes,100.0,Yes,838.6053836031799,177.7632473826961,1430.395757242019
3539036,London,35,Ontario,449.2094345457085,MixedWood Plain,Yes,100.0,Yes,967.1053091712591,166.8320934287565,1331.8040108698717
3540028,Goderich,35,Ontario,9.214207619178639,MixedWood Plain,Yes,100.0,Yes,901.8514880553467,172.62372419313056,1246.3407723293467
3542029,Hanover,35,Ontario,10.407361555542304,MixedWood Plain,Yes,100.0,Yes,1051.4496260288101,159.28793518777908,1133.4630603571852
3542059,Owen Sound,35,Ontario,25.558470885672524,MixedWood Plain,Yes,100.0,Yes,1093.2389694681635,161.8925517526431,1105.7535931476384
3543031,Collingwood,35,Ontario,34.71075784856216,MixedWood Plain,Yes,100.0,Yes,900.0118474153235,160.6644010442496,1165.2736997872978
3543042,Barrie,35,Ontario,111.22348963448428,MixedWood Plain,Yes,100.0,Yes,860.5345432694395,156.26119565614488,1170.550308750873
3543052,Orillia,35,Ontario,82.89793026283519,MixedWood Plain,Yes,100.0,Yes,924.4906391447861,151.42453164711753,1151.221813788585
3543064,Wasaga Beach,35,Ontario,61.813570729136835,MixedWood Plain,Yes,100.0,Yes,885.8119575151521,161.60110625586356,1194.6801702670343
3543074,Midland,35,Ontario,38.282625351573124,MixedWood Plain,Yes,100.0,Yes,977.476846227607,158.55358215438125,1149.459683809402
3547002,Arnprior,35,Ontario,14.641686930461153,MixedWood Plain,Yes,100.0,Yes,808.2276648595835,143.65121315217735,1187.0675032780246
3547048,Renfrew,35,Ontario,13.479638448093752,MixedWood Plain,Yes,100.0,Yes,794.2903875039485,138.93333435058594,1131.6389603397288
3547064,Pembroke,35,Ontario,16.167999415689273,MixedWood Plain,Yes,100.0,Yes,796.6309689157983,136.00814176388073,1104.865270838989
3548021,Mattawa,35,Ontario,3.96558486506625,Boreal Shield,Yes,100.0,Yes,849.0939208296442,139.3333282470703,1002.0941772460938
3549032,Parry Sound,35,Ontario,14.452421545748049,Boreal Shield,Yes,100.0,Yes,1036.3413525758474,151.0618122748764,1068.3000278995605
3554052,Englehart,35,Ontario,3.0434000866460265,Boreal Shield,Yes,100.0,No,701.9665610165811,127.75043699340502,874.3942201300295
4601060,Lac du Bonnet,46,Manitoba,2.239407717254367,Boreal Shield,Yes,100.0,No,530.9094879966336,136.11344186643376,958.0002897137745
4602037,St-Pierre-Jolys,46,Manitoba,2.603439954367089,Prairie,Yes,100.0,No,556.3880768497473,133.73506070499204,1035.5765222059963
4602044,Steinbach,46,Manitoba,37.445108710354745,Prairie,Yes,69.65,No,580.585359474216,132.55292502077165,1005.9736295497644
4602046,Niverville,46,Manitoba,8.661230132692763,Prairie,Yes,100.0,No,535.6032394134905,134.1999969482422,1037.736328125
4602061,Ste. Anne,46,Manitoba,4.187163939784005,Prairie,Yes,100.0,No,577.4490241923938,133.04639183192074,1000.5388703460089
4603040,Altona,46,Manitoba,9.351569979461019,Prairie,Yes,100.0,No,545.7052492491346,136.60012688840587,1069.8631883910346
4603050,Winkler,46,Manitoba,20.747897119849718,Prairie,Yes,100.0,No,535.8827506897331,136.49729571211282,1058.3274453255442
4603053,Morden,46,Manitoba,16.54341265470962,Prairie,Yes,100.0,No,528.376889251915,135.00410061927093,1037.6427189049039
4603074,Carman,46,Manitoba,4.304471175334292,Prairie,Yes,100.0,No,524.2228765217883,134.2611856628601,1044.3531124000158
4607062,Brandon,46,Manitoba,80.50552549539948,Prairie,Yes,100.0,No,471.93078159025475,125.17655077994132,926.0351614722068
4609029,Portage la Prairie,46,Manitoba,25.7386807611908,Prairie,Yes,100.0,No,491.70247858585157,133.39646327052225,1006.5074800610944
4611040,Winnipeg,46,Manitoba,471.4652656709198,Prairie,Yes,100.0,Yes,527.7776941063476,134.38677367696943,1033.249505430709
4612056,Beausejour,46,Manitoba,5.4565265625650765,Boreal Plain,Yes,100.0,No,558.6913972589379,135.67496312005304,994.8065743660011
4613047,Selkirk,46,Manitoba,25.447998004530966,Boreal Plain,Yes,100.0,No,526.5376813673561,136.453416965911,1013.7841280643227
4614039,Stonewall,46,Manitoba,5.947613074927216,Prairie,Yes,100.0,No,516.6451708638983,133.76666259765625,1009.0431439327109
